outcome,feature_set,task,repeat,fold,feature,score_drop
delta_bvse,published_plus_profiles,regression,7,2,bvse_profile_weighted_mean_oxi_asymmetry,0.002386709146805499
delta_bvse,published_plus_profiles,regression,7,3,litraj_min_volume,0.0033247112282037694
delta_bvse,published_plus_profiles,regression,7,3,litraj_edge_length,-0.002102786664979872
delta_bvse,published_plus_profiles,regression,7,3,litraj_max_weighted_mean_oxidation,0.00019181300902371134
delta_bvse,published_plus_profiles,regression,7,3,litraj_max_volume,-0.03074322349999803
delta_bvse,published_plus_profiles,regression,7,3,litraj_min_mean_covalent_radius,-0.026604736553542008
delta_bvse,published_plus_profiles,regression,7,3,bvse_profile_volume_min,-0.039493717666939876
delta_bvse,published_plus_profiles,regression,7,3,bvse_profile_volume_max,-0.006893628846468713
delta_bvse,published_plus_profiles,regression,7,3,bvse_profile_volume_range,-0.012936068729779926
delta_bvse,published_plus_profiles,regression,7,3,bvse_profile_volume_s_min,-0.009612286148694249
delta_bvse,published_plus_profiles,regression,7,3,bvse_profile_volume_s_max,0.008452113317851895
delta_bvse,published_plus_profiles,regression,7,3,bvse_profile_volume_asymmetry,0.0020552450479056628
delta_bvse,published_plus_profiles,regression,7,3,bvse_profile_effective_cn_min,0.0010242659722861092
delta_bvse,published_plus_profiles,regression,7,3,bvse_profile_effective_cn_max,-0.0002336278872574482
delta_bvse,published_plus_profiles,regression,7,3,bvse_profile_effective_cn_range,0.006737708255967423
delta_bvse,published_plus_profiles,regression,7,3,bvse_profile_effective_cn_s_min,-0.0022221007464002795
delta_bvse,published_plus_profiles,regression,7,3,bvse_profile_effective_cn_s_max,-0.010518486888136946
delta_bvse,published_plus_profiles,regression,7,3,bvse_profile_effective_cn_asymmetry,-0.005876289481607788
delta_bvse,published_plus_profiles,regression,7,3,bvse_profile_mean_rc_min,0.007977640123996155
delta_bvse,published_plus_profiles,regression,7,3,bvse_profile_mean_rc_max,-0.005184458633883393
delta_bvse,published_plus_profiles,regression,7,3,bvse_profile_mean_rc_range,-0.010667751275810877
delta_bvse,published_plus_profiles,regression,7,3,bvse_profile_mean_rc_s_min,-0.005892829792500498
delta_bvse,published_plus_profiles,regression,7,3,bvse_profile_mean_rc_s_max,0.008446251810251049
delta_bvse,published_plus_profiles,regression,7,3,bvse_profile_mean_rc_asymmetry,-0.006751739377177879
delta_bvse,published_plus_profiles,regression,7,3,bvse_profile_weighted_mean_oxi_min,0.023784312029843324
delta_bvse,published_plus_profiles,regression,7,3,bvse_profile_weighted_mean_oxi_max,-0.01681395875882541
delta_bvse,published_plus_profiles,regression,7,3,bvse_profile_weighted_mean_oxi_range,-0.042418179563224356
delta_bvse,published_plus_profiles,regression,7,3,bvse_profile_weighted_mean_oxi_s_min,-0.0007837767088942904
delta_bvse,published_plus_profiles,regression,7,3,bvse_profile_weighted_mean_oxi_s_max,0.008822080823960077
delta_bvse,published_plus_profiles,regression,7,3,bvse_profile_weighted_mean_oxi_asymmetry,0.00424457162984182
delta_bvse,published_plus_profiles,regression,7,4,litraj_min_volume,0.020635455101531308
delta_bvse,published_plus_profiles,regression,7,4,litraj_edge_length,0.023492347985985207
delta_bvse,published_plus_profiles,regression,7,4,litraj_max_weighted_mean_oxidation,0.0015759080181878549
delta_bvse,published_plus_profiles,regression,7,4,litraj_max_volume,-0.011541338498953113
delta_bvse,published_plus_profiles,regression,7,4,litraj_min_mean_covalent_radius,0.004480537149271324
delta_bvse,published_plus_profiles,regression,7,4,bvse_profile_volume_min,-0.007996304774890106
delta_bvse,published_plus_profiles,regression,7,4,bvse_profile_volume_max,0.005453128824446374
delta_bvse,published_plus_profiles,regression,7,4,bvse_profile_volume_range,0.010340060140523466
delta_bvse,published_plus_profiles,regression,7,4,bvse_profile_volume_s_min,-0.004821270938270894
delta_bvse,published_plus_profiles,regression,7,4,bvse_profile_volume_s_max,-0.0029098934594420367
delta_bvse,published_plus_profiles,regression,7,4,bvse_profile_volume_asymmetry,0.0013777475851945997
delta_bvse,published_plus_profiles,regression,7,4,bvse_profile_effective_cn_min,-0.025672786967969485
delta_bvse,published_plus_profiles,regression,7,4,bvse_profile_effective_cn_max,-0.0027902843906555397
delta_bvse,published_plus_profiles,regression,7,4,bvse_profile_effective_cn_range,0.00718687651863803
delta_bvse,published_plus_profiles,regression,7,4,bvse_profile_effective_cn_s_min,-0.00895889351155188
delta_bvse,published_plus_profiles,regression,7,4,bvse_profile_effective_cn_s_max,0.006368793438519038
delta_bvse,published_plus_profiles,regression,7,4,bvse_profile_effective_cn_asymmetry,0.008008017075260776
delta_bvse,published_plus_profiles,regression,7,4,bvse_profile_mean_rc_min,-0.013410294826359248
delta_bvse,published_plus_profiles,regression,7,4,bvse_profile_mean_rc_max,0.004411365159243674
delta_bvse,published_plus_profiles,regression,7,4,bvse_profile_mean_rc_range,-0.0002467946299982149
delta_bvse,published_plus_profiles,regression,7,4,bvse_profile_mean_rc_s_min,0.006707847482205098
delta_bvse,published_plus_profiles,regression,7,4,bvse_profile_mean_rc_s_max,-0.0066735634147983
delta_bvse,published_plus_profiles,regression,7,4,bvse_profile_mean_rc_asymmetry,0.0025824341442257648
delta_bvse,published_plus_profiles,regression,7,4,bvse_profile_weighted_mean_oxi_min,-0.030176856887814907
delta_bvse,published_plus_profiles,regression,7,4,bvse_profile_weighted_mean_oxi_max,0.0058394443058527035
delta_bvse,published_plus_profiles,regression,7,4,bvse_profile_weighted_mean_oxi_range,0.007555770533306028
delta_bvse,published_plus_profiles,regression,7,4,bvse_profile_weighted_mean_oxi_s_min,0.0017383477577364026
delta_bvse,published_plus_profiles,regression,7,4,bvse_profile_weighted_mean_oxi_s_max,0.0010915566010030187
delta_bvse,published_plus_profiles,regression,7,4,bvse_profile_weighted_mean_oxi_asymmetry,0.01262865190124951
delta_bvse,published_plus_profiles,regression,8,0,litraj_min_volume,0.010386840613127779
delta_bvse,published_plus_profiles,regression,8,0,litraj_edge_length,-0.019372605628253492
delta_bvse,published_plus_profiles,regression,8,0,litraj_max_weighted_mean_oxidation,-7.372781165404518e-05
delta_bvse,published_plus_profiles,regression,8,0,litraj_max_volume,0.0037725581771290706
delta_bvse,published_plus_profiles,regression,8,0,litraj_min_mean_covalent_radius,-0.0031029811559744047
delta_bvse,published_plus_profiles,regression,8,0,bvse_profile_volume_min,-0.023158162082768996
delta_bvse,published_plus_profiles,regression,8,0,bvse_profile_volume_max,0.003550149272298686
delta_bvse,published_plus_profiles,regression,8,0,bvse_profile_volume_range,-0.04531982128561518
delta_bvse,published_plus_profiles,regression,8,0,bvse_profile_volume_s_min,0.00040332895396533175
delta_bvse,published_plus_profiles,regression,8,0,bvse_profile_volume_s_max,-0.005136187813729931
delta_bvse,published_plus_profiles,regression,8,0,bvse_profile_volume_asymmetry,-0.0037632097565687417
delta_bvse,published_plus_profiles,regression,8,0,bvse_profile_effective_cn_min,0.005407401656258193
delta_bvse,published_plus_profiles,regression,8,0,bvse_profile_effective_cn_max,-0.006564525239528329
delta_bvse,published_plus_profiles,regression,8,0,bvse_profile_effective_cn_range,0.003340830655116145
delta_bvse,published_plus_profiles,regression,8,0,bvse_profile_effective_cn_s_min,-0.00936189737795945
delta_bvse,published_plus_profiles,regression,8,0,bvse_profile_effective_cn_s_max,-0.013836411647089486
delta_bvse,published_plus_profiles,regression,8,0,bvse_profile_effective_cn_asymmetry,-0.028597811791908345
delta_bvse,published_plus_profiles,regression,8,0,bvse_profile_mean_rc_min,-0.010852371559815222
delta_bvse,published_plus_profiles,regression,8,0,bvse_profile_mean_rc_max,-0.008511822924568424
delta_bvse,published_plus_profiles,regression,8,0,bvse_profile_mean_rc_range,0.0015673364497510445
delta_bvse,published_plus_profiles,regression,8,0,bvse_profile_mean_rc_s_min,-0.0009583653044946683
delta_bvse,published_plus_profiles,regression,8,0,bvse_profile_mean_rc_s_max,0.0044744555057634194
delta_bvse,published_plus_profiles,regression,8,0,bvse_profile_mean_rc_asymmetry,-0.0026837029774677834
delta_bvse,published_plus_profiles,regression,8,0,bvse_profile_weighted_mean_oxi_min,0.03248221812970398
delta_bvse,published_plus_profiles,regression,8,0,bvse_profile_weighted_mean_oxi_max,-0.022528251813648925
delta_bvse,published_plus_profiles,regression,8,0,bvse_profile_weighted_mean_oxi_range,-0.03011619465566362
delta_bvse,published_plus_profiles,regression,8,0,bvse_profile_weighted_mean_oxi_s_min,0.0022250766220597296
delta_bvse,published_plus_profiles,regression,8,0,bvse_profile_weighted_mean_oxi_s_max,0.0026186493296935787
delta_bvse,published_plus_profiles,regression,8,0,bvse_profile_weighted_mean_oxi_asymmetry,0.004879529816619987
delta_bvse,published_plus_profiles,regression,8,1,litraj_min_volume,0.00878547400805818
delta_bvse,published_plus_profiles,regression,8,1,litraj_edge_length,0.0022650279859899314
delta_bvse,published_plus_profiles,regression,8,1,litraj_max_weighted_mean_oxidation,-0.008018225383408684
delta_bvse,published_plus_profiles,regression,8,1,litraj_max_volume,0.0013525143108727988
delta_bvse,published_plus_profiles,regression,8,1,litraj_min_mean_covalent_radius,0.002192272101071868
delta_bvse,published_plus_profiles,regression,8,1,bvse_profile_volume_min,-0.015460523983676921
delta_bvse,published_plus_profiles,regression,8,1,bvse_profile_volume_max,0.008289475752452313
delta_bvse,published_plus_profiles,regression,8,1,bvse_profile_volume_range,-0.0060006247505055565
delta_bvse,published_plus_profiles,regression,8,1,bvse_profile_volume_s_min,0.0017432840814213257
delta_bvse,published_plus_profiles,regression,8,1,bvse_profile_volume_s_max,-0.004088314302927998
delta_bvse,published_plus_profiles,regression,8,1,bvse_profile_volume_asymmetry,0.002685949028746304
delta_bvse,published_plus_profiles,regression,8,1,bvse_profile_effective_cn_min,-0.040779320367353655
delta_bvse,published_plus_profiles,regression,8,1,bvse_profile_effective_cn_max,-0.02742020197945605
delta_bvse,published_plus_profiles,regression,8,1,bvse_profile_effective_cn_range,-0.0032973417699890817
delta_bvse,published_plus_profiles,regression,8,1,bvse_profile_effective_cn_s_min,0.0011605088504003103
delta_bvse,published_plus_profiles,regression,8,1,bvse_profile_effective_cn_s_max,0.0032905469123152287
delta_bvse,published_plus_profiles,regression,8,1,bvse_profile_effective_cn_asymmetry,-0.00038237555809073065
delta_bvse,published_plus_profiles,regression,8,1,bvse_profile_mean_rc_min,0.011884433932698224
delta_bvse,published_plus_profiles,regression,8,1,bvse_profile_mean_rc_max,-0.0071959408410458
delta_bvse,published_plus_profiles,regression,8,1,bvse_profile_mean_rc_range,0.024628547896772934
delta_bvse,published_plus_profiles,regression,8,1,bvse_profile_mean_rc_s_min,-0.004815966647239822
delta_bvse,published_plus_profiles,regression,8,1,bvse_profile_mean_rc_s_max,-0.007732360160759955
delta_bvse,published_plus_profiles,regression,8,1,bvse_profile_mean_rc_asymmetry,0.014529799255803333
delta_bvse,published_plus_profiles,regression,8,1,bvse_profile_weighted_mean_oxi_min,-0.07182897615172168
delta_bvse,published_plus_profiles,regression,8,1,bvse_profile_weighted_mean_oxi_max,-0.012752656238843807
delta_bvse,published_plus_profiles,regression,8,1,bvse_profile_weighted_mean_oxi_range,0.0018706388936320373
delta_bvse,published_plus_profiles,regression,8,1,bvse_profile_weighted_mean_oxi_s_min,0.002630997650091116
delta_bvse,published_plus_profiles,regression,8,1,bvse_profile_weighted_mean_oxi_s_max,-0.007378099061963184
delta_bvse,published_plus_profiles,regression,8,1,bvse_profile_weighted_mean_oxi_asymmetry,0.0011939309517325913
delta_bvse,published_plus_profiles,regression,8,2,litraj_min_volume,0.006824685330889535
delta_bvse,published_plus_profiles,regression,8,2,litraj_edge_length,0.049013018981106216
delta_bvse,published_plus_profiles,regression,8,2,litraj_max_weighted_mean_oxidation,-0.0025970884973964825
delta_bvse,published_plus_profiles,regression,8,2,litraj_max_volume,-0.018450463265883066
delta_bvse,published_plus_profiles,regression,8,2,litraj_min_mean_covalent_radius,0.005714418378713004
delta_bvse,published_plus_profiles,regression,8,2,bvse_profile_volume_min,-0.012825024044651911
delta_bvse,published_plus_profiles,regression,8,2,bvse_profile_volume_max,-0.029155083906416746
delta_bvse,published_plus_profiles,regression,8,2,bvse_profile_volume_range,-0.029860729992338353
delta_bvse,published_plus_profiles,regression,8,2,bvse_profile_volume_s_min,0.004546979879958224
delta_bvse,published_plus_profiles,regression,8,2,bvse_profile_volume_s_max,-0.02339290789071491
delta_bvse,published_plus_profiles,regression,8,2,bvse_profile_volume_asymmetry,-0.020226653308992093
delta_bvse,published_plus_profiles,regression,8,2,bvse_profile_effective_cn_min,0.012472090521905566
delta_bvse,published_plus_profiles,regression,8,2,bvse_profile_effective_cn_max,0.01942749848304981
delta_bvse,published_plus_profiles,regression,8,2,bvse_profile_effective_cn_range,0.0035287270000077253
delta_bvse,published_plus_profiles,regression,8,2,bvse_profile_effective_cn_s_min,-0.005180293138125958
delta_bvse,published_plus_profiles,regression,8,2,bvse_profile_effective_cn_s_max,0.013727510263828568
delta_bvse,published_plus_profiles,regression,8,2,bvse_profile_effective_cn_asymmetry,-0.0061136123637470785
delta_bvse,published_plus_profiles,regression,8,2,bvse_profile_mean_rc_min,-0.006571925332038431
delta_bvse,published_plus_profiles,regression,8,2,bvse_profile_mean_rc_max,-0.0053969363692236705
delta_bvse,published_plus_profiles,regression,8,2,bvse_profile_mean_rc_range,-0.031609210821391454
delta_bvse,published_plus_profiles,regression,8,2,bvse_profile_mean_rc_s_min,0.0027058913849755672
delta_bvse,published_plus_profiles,regression,8,2,bvse_profile_mean_rc_s_max,0.0037008415657948657
delta_bvse,published_plus_profiles,regression,8,2,bvse_profile_mean_rc_asymmetry,0.01671630408222269
delta_bvse,published_plus_profiles,regression,8,2,bvse_profile_weighted_mean_oxi_min,0.008189777060159331
delta_bvse,published_plus_profiles,regression,8,2,bvse_profile_weighted_mean_oxi_max,-0.01319528098260947
delta_bvse,published_plus_profiles,regression,8,2,bvse_profile_weighted_mean_oxi_range,-0.01666136379439287
delta_bvse,published_plus_profiles,regression,8,2,bvse_profile_weighted_mean_oxi_s_min,-0.0027324298212860754
delta_bvse,published_plus_profiles,regression,8,2,bvse_profile_weighted_mean_oxi_s_max,-0.011676167604347754
delta_bvse,published_plus_profiles,regression,8,2,bvse_profile_weighted_mean_oxi_asymmetry,0.0022820381167143466
delta_bvse,published_plus_profiles,regression,8,3,litraj_min_volume,0.02557209609718858
delta_bvse,published_plus_profiles,regression,8,3,litraj_edge_length,-0.004683986393346773
delta_bvse,published_plus_profiles,regression,8,3,litraj_max_weighted_mean_oxidation,-0.017073075120161985
delta_bvse,published_plus_profiles,regression,8,3,litraj_max_volume,-0.010738127438082223
delta_bvse,published_plus_profiles,regression,8,3,litraj_min_mean_covalent_radius,-0.007899548315322358
delta_bvse,published_plus_profiles,regression,8,3,bvse_profile_volume_min,-0.10619332823586092
delta_bvse,published_plus_profiles,regression,8,3,bvse_profile_volume_max,0.00636524907940883
delta_bvse,published_plus_profiles,regression,8,3,bvse_profile_volume_range,-0.026124672537246596
delta_bvse,published_plus_profiles,regression,8,3,bvse_profile_volume_s_min,0.0015622019778287477
delta_bvse,published_plus_profiles,regression,8,3,bvse_profile_volume_s_max,0.0035668181926860054
delta_bvse,published_plus_profiles,regression,8,3,bvse_profile_volume_asymmetry,0.028909142231541063
delta_bvse,published_plus_profiles,regression,8,3,bvse_profile_effective_cn_min,-0.013797292012875051
delta_bvse,published_plus_profiles,regression,8,3,bvse_profile_effective_cn_max,0.007336957336239847
delta_bvse,published_plus_profiles,regression,8,3,bvse_profile_effective_cn_range,-0.01814152688127635
delta_bvse,published_plus_profiles,regression,8,3,bvse_profile_effective_cn_s_min,-0.004974318394912247
delta_bvse,published_plus_profiles,regression,8,3,bvse_profile_effective_cn_s_max,0.007225814829920463
delta_bvse,published_plus_profiles,regression,8,3,bvse_profile_effective_cn_asymmetry,0.005587595889530617
delta_bvse,published_plus_profiles,regression,8,3,bvse_profile_mean_rc_min,0.02477779393547297
delta_bvse,published_plus_profiles,regression,8,3,bvse_profile_mean_rc_max,-0.008207339418953685
delta_bvse,published_plus_profiles,regression,8,3,bvse_profile_mean_rc_range,0.0219698586961512
delta_bvse,published_plus_profiles,regression,8,3,bvse_profile_mean_rc_s_min,-0.003407792220511796
delta_bvse,published_plus_profiles,regression,8,3,bvse_profile_mean_rc_s_max,0.014365202757779638
delta_bvse,published_plus_profiles,regression,8,3,bvse_profile_mean_rc_asymmetry,0.004094956098726454
delta_bvse,published_plus_profiles,regression,8,3,bvse_profile_weighted_mean_oxi_min,0.020156224068579753
delta_bvse,published_plus_profiles,regression,8,3,bvse_profile_weighted_mean_oxi_max,0.004401150599857351
delta_bvse,published_plus_profiles,regression,8,3,bvse_profile_weighted_mean_oxi_range,-0.023455061878204786
delta_bvse,published_plus_profiles,regression,8,3,bvse_profile_weighted_mean_oxi_s_min,-0.004603687626528963
delta_bvse,published_plus_profiles,regression,8,3,bvse_profile_weighted_mean_oxi_s_max,-0.0016619218800988378
delta_bvse,published_plus_profiles,regression,8,3,bvse_profile_weighted_mean_oxi_asymmetry,-0.004615946282749972
delta_bvse,published_plus_profiles,regression,8,4,litraj_min_volume,0.014600598661508757
delta_bvse,published_plus_profiles,regression,8,4,litraj_edge_length,0.028832967739172766
delta_bvse,published_plus_profiles,regression,8,4,litraj_max_weighted_mean_oxidation,-0.008609388456467748
delta_bvse,published_plus_profiles,regression,8,4,litraj_max_volume,-0.0030489793663148745
delta_bvse,published_plus_profiles,regression,8,4,litraj_min_mean_covalent_radius,-0.005648022115965601
delta_bvse,published_plus_profiles,regression,8,4,bvse_profile_volume_min,-0.0028945765586179117
delta_bvse,published_plus_profiles,regression,8,4,bvse_profile_volume_max,-0.010646397027769483
delta_bvse,published_plus_profiles,regression,8,4,bvse_profile_volume_range,-0.03522526805845616
delta_bvse,published_plus_profiles,regression,8,4,bvse_profile_volume_s_min,0.007121089891480414
delta_bvse,published_plus_profiles,regression,8,4,bvse_profile_volume_s_max,-0.0006406365014328674
delta_bvse,published_plus_profiles,regression,8,4,bvse_profile_volume_asymmetry,0.02374082444129999
delta_bvse,published_plus_profiles,regression,8,4,bvse_profile_effective_cn_min,-0.02167256208314794
delta_bvse,published_plus_profiles,regression,8,4,bvse_profile_effective_cn_max,-0.00043948647611169456
delta_bvse,published_plus_profiles,regression,8,4,bvse_profile_effective_cn_range,0.013099756769606286
delta_bvse,published_plus_profiles,regression,8,4,bvse_profile_effective_cn_s_min,-0.013058386810170797
delta_bvse,published_plus_profiles,regression,8,4,bvse_profile_effective_cn_s_max,0.004529524349131675
delta_bvse,published_plus_profiles,regression,8,4,bvse_profile_effective_cn_asymmetry,0.002397547509310094
delta_bvse,published_plus_profiles,regression,8,4,bvse_profile_mean_rc_min,-0.006942284159646928
delta_bvse,published_plus_profiles,regression,8,4,bvse_profile_mean_rc_max,0.006921145135050599
delta_bvse,published_plus_profiles,regression,8,4,bvse_profile_mean_rc_range,-0.01088515153614078
delta_bvse,published_plus_profiles,regression,8,4,bvse_profile_mean_rc_s_min,-0.0005272517145775701
delta_bvse,published_plus_profiles,regression,8,4,bvse_profile_mean_rc_s_max,0.007906938248492201
delta_bvse,published_plus_profiles,regression,8,4,bvse_profile_mean_rc_asymmetry,0.008006127484405212
delta_bvse,published_plus_profiles,regression,8,4,bvse_profile_weighted_mean_oxi_min,-0.004528610745758499
delta_bvse,published_plus_profiles,regression,8,4,bvse_profile_weighted_mean_oxi_max,-0.04203443657810135
delta_bvse,published_plus_profiles,regression,8,4,bvse_profile_weighted_mean_oxi_range,-0.019636987788644422
delta_bvse,published_plus_profiles,regression,8,4,bvse_profile_weighted_mean_oxi_s_min,-0.0017587733025994368
delta_bvse,published_plus_profiles,regression,8,4,bvse_profile_weighted_mean_oxi_s_max,-0.004503846344327211
delta_bvse,published_plus_profiles,regression,8,4,bvse_profile_weighted_mean_oxi_asymmetry,-0.014570023864835857
delta_bvse,published_plus_profiles,regression,9,0,litraj_min_volume,-0.02212594554727998
delta_bvse,published_plus_profiles,regression,9,0,litraj_edge_length,0.000672194428691375
delta_bvse,published_plus_profiles,regression,9,0,litraj_max_weighted_mean_oxidation,-0.004139262819481182
delta_bvse,published_plus_profiles,regression,9,0,litraj_max_volume,-0.008715232530302597
delta_bvse,published_plus_profiles,regression,9,0,litraj_min_mean_covalent_radius,0.004960441425614803
delta_bvse,published_plus_profiles,regression,9,0,bvse_profile_volume_min,-0.03256025721219391
delta_bvse,published_plus_profiles,regression,9,0,bvse_profile_volume_max,0.007537320705399919
delta_bvse,published_plus_profiles,regression,9,0,bvse_profile_volume_range,-0.004424662208516228
delta_bvse,published_plus_profiles,regression,9,0,bvse_profile_volume_s_min,0.0024285205552259104
delta_bvse,published_plus_profiles,regression,9,0,bvse_profile_volume_s_max,0.00479802553144415
delta_bvse,published_plus_profiles,regression,9,0,bvse_profile_volume_asymmetry,0.010583638443585786
delta_bvse,published_plus_profiles,regression,9,0,bvse_profile_effective_cn_min,0.0038538425395286957
delta_bvse,published_plus_profiles,regression,9,0,bvse_profile_effective_cn_max,0.0007189650272101389
delta_bvse,published_plus_profiles,regression,9,0,bvse_profile_effective_cn_range,0.009823074553692468
delta_bvse,published_plus_profiles,regression,9,0,bvse_profile_effective_cn_s_min,-0.006705302819901338
delta_bvse,published_plus_profiles,regression,9,0,bvse_profile_effective_cn_s_max,0.006381820208719802
delta_bvse,published_plus_profiles,regression,9,0,bvse_profile_effective_cn_asymmetry,-0.00422929494413582
delta_bvse,published_plus_profiles,regression,9,0,bvse_profile_mean_rc_min,-0.0017425099525345544
delta_bvse,published_plus_profiles,regression,9,0,bvse_profile_mean_rc_max,-0.0008467498509430182
delta_bvse,published_plus_profiles,regression,9,0,bvse_profile_mean_rc_range,0.006672990671747092
delta_bvse,published_plus_profiles,regression,9,0,bvse_profile_mean_rc_s_min,-0.002192912171903094
delta_bvse,published_plus_profiles,regression,9,0,bvse_profile_mean_rc_s_max,-0.0026564057183739997
delta_bvse,published_plus_profiles,regression,9,0,bvse_profile_mean_rc_asymmetry,0.012267082733941503
delta_bvse,published_plus_profiles,regression,9,0,bvse_profile_weighted_mean_oxi_min,0.02360194438223706
delta_bvse,published_plus_profiles,regression,9,0,bvse_profile_weighted_mean_oxi_max,-0.005274078898035439
delta_bvse,published_plus_profiles,regression,9,0,bvse_profile_weighted_mean_oxi_range,-0.01672039207355014
delta_bvse,published_plus_profiles,regression,9,0,bvse_profile_weighted_mean_oxi_s_min,0.0016343854276172909
delta_bvse,published_plus_profiles,regression,9,0,bvse_profile_weighted_mean_oxi_s_max,-0.005588028112852861
delta_bvse,published_plus_profiles,regression,9,0,bvse_profile_weighted_mean_oxi_asymmetry,0.0018312689960913175
delta_bvse,published_plus_profiles,regression,9,1,litraj_min_volume,-0.03562689465731017
delta_bvse,published_plus_profiles,regression,9,1,litraj_edge_length,-0.0414075455714813
delta_bvse,published_plus_profiles,regression,9,1,litraj_max_weighted_mean_oxidation,-0.006990843417109316
delta_bvse,published_plus_profiles,regression,9,1,litraj_max_volume,0.0035116006742099692
delta_bvse,published_plus_profiles,regression,9,1,litraj_min_mean_covalent_radius,-0.0026263844357081734
delta_bvse,published_plus_profiles,regression,9,1,bvse_profile_volume_min,-0.06071541154826643
delta_bvse,published_plus_profiles,regression,9,1,bvse_profile_volume_max,-0.00483966926691104
delta_bvse,published_plus_profiles,regression,9,1,bvse_profile_volume_range,-0.08929063094945255
delta_bvse,published_plus_profiles,regression,9,1,bvse_profile_volume_s_min,-0.005215018207860744
delta_bvse,published_plus_profiles,regression,9,1,bvse_profile_volume_s_max,-0.01447598067207534
delta_bvse,published_plus_profiles,regression,9,1,bvse_profile_volume_asymmetry,-0.009396998438176318
delta_bvse,published_plus_profiles,regression,9,1,bvse_profile_effective_cn_min,-0.0014579029070023175
delta_bvse,published_plus_profiles,regression,9,1,bvse_profile_effective_cn_max,-0.003768692716311195
delta_bvse,published_plus_profiles,regression,9,1,bvse_profile_effective_cn_range,-9.818112989767869e-05
delta_bvse,published_plus_profiles,regression,9,1,bvse_profile_effective_cn_s_min,-0.011619537500446198
delta_bvse,published_plus_profiles,regression,9,1,bvse_profile_effective_cn_s_max,0.015757865792335846
delta_bvse,published_plus_profiles,regression,9,1,bvse_profile_effective_cn_asymmetry,-0.03247038138716518
delta_bvse,published_plus_profiles,regression,9,1,bvse_profile_mean_rc_min,-0.009257749162609796
delta_bvse,published_plus_profiles,regression,9,1,bvse_profile_mean_rc_max,-0.0032148947072458967
delta_bvse,published_plus_profiles,regression,9,1,bvse_profile_mean_rc_range,0.005708449634809654
delta_bvse,published_plus_profiles,regression,9,1,bvse_profile_mean_rc_s_min,0.001972308461922534
delta_bvse,published_plus_profiles,regression,9,1,bvse_profile_mean_rc_s_max,0.0017655145619155377
delta_bvse,published_plus_profiles,regression,9,1,bvse_profile_mean_rc_asymmetry,0.0017219237926426878
delta_bvse,published_plus_profiles,regression,9,1,bvse_profile_weighted_mean_oxi_min,0.06720147820157174
delta_bvse,published_plus_profiles,regression,9,1,bvse_profile_weighted_mean_oxi_max,-0.007638243284936674
delta_bvse,published_plus_profiles,regression,9,1,bvse_profile_weighted_mean_oxi_range,-0.03819797449850837
delta_bvse,published_plus_profiles,regression,9,1,bvse_profile_weighted_mean_oxi_s_min,-0.006884153870896581
delta_bvse,published_plus_profiles,regression,9,1,bvse_profile_weighted_mean_oxi_s_max,-0.011390593250320658
delta_bvse,published_plus_profiles,regression,9,1,bvse_profile_weighted_mean_oxi_asymmetry,-0.014587719469740579
delta_bvse,published_plus_profiles,regression,9,2,litraj_min_volume,-0.012311794168056833
delta_bvse,published_plus_profiles,regression,9,2,litraj_edge_length,0.008647871810453012
delta_bvse,published_plus_profiles,regression,9,2,litraj_max_weighted_mean_oxidation,0.00697133934725791
delta_bvse,published_plus_profiles,regression,9,2,litraj_max_volume,0.0005265934615175105
delta_bvse,published_plus_profiles,regression,9,2,litraj_min_mean_covalent_radius,-0.011525567302733242
delta_bvse,published_plus_profiles,regression,9,2,bvse_profile_volume_min,-0.07187089094911836
delta_bvse,published_plus_profiles,regression,9,2,bvse_profile_volume_max,0.011746460805790893
delta_bvse,published_plus_profiles,regression,9,2,bvse_profile_volume_range,-0.024622610189340755
delta_bvse,published_plus_profiles,regression,9,2,bvse_profile_volume_s_min,-0.017886700661063903
delta_bvse,published_plus_profiles,regression,9,2,bvse_profile_volume_s_max,-0.002419950243603086
delta_bvse,published_plus_profiles,regression,9,2,bvse_profile_volume_asymmetry,0.01581449027423587
delta_bvse,published_plus_profiles,regression,9,2,bvse_profile_effective_cn_min,-0.00516449742135805
delta_bvse,published_plus_profiles,regression,9,2,bvse_profile_effective_cn_max,-0.013408413954202114
delta_bvse,published_plus_profiles,regression,9,2,bvse_profile_effective_cn_range,0.0005358447915246867
delta_bvse,published_plus_profiles,regression,9,2,bvse_profile_effective_cn_s_min,0.011213361533542132
delta_bvse,published_plus_profiles,regression,9,2,bvse_profile_effective_cn_s_max,-0.011998322053919486
delta_bvse,published_plus_profiles,regression,9,2,bvse_profile_effective_cn_asymmetry,0.0009137270260499708
delta_bvse,published_plus_profiles,regression,9,2,bvse_profile_mean_rc_min,0.00409091577926235
delta_bvse,published_plus_profiles,regression,9,2,bvse_profile_mean_rc_max,0.001941071185929566
delta_bvse,published_plus_profiles,regression,9,2,bvse_profile_mean_rc_range,0.013321923788118584
delta_bvse,published_plus_profiles,regression,9,2,bvse_profile_mean_rc_s_min,0.014141186640867609
delta_bvse,published_plus_profiles,regression,9,2,bvse_profile_mean_rc_s_max,0.011884693681660563
delta_bvse,published_plus_profiles,regression,9,2,bvse_profile_mean_rc_asymmetry,-0.008828677173433608
delta_bvse,published_plus_profiles,regression,9,2,bvse_profile_weighted_mean_oxi_min,0.020769890700546245
